Username,Comment
@joymeneses9556,Do you have a tutorial where it Javascript is used with React?
@willyken2572,"Thank you Mosh, following closely from Kenyan coast."
@aparnanair2774,"I had some spacing issues when using prettier, my multiline statements all got compressed into a single line. Any idea how to keep it as multiline?"
@user-ei2rh4pm4g,"Wow nice update to the course I took the first react course from Mosh (Vidly video store) and by that time was a really great course, that course makes me love react for his simplicity to create components, Mosh was my first online teachers and I really enjoyed how he explained all the content and all the concepts. I really like how the React course was updated with all the recent topics."
@MadhuSudhan-um2lm,"please send spring,spring boot courses"
@lucianboboc7513,Is this going to be a single course or a series of 2-3 courses?
@devquen7688,"purchased! good course, thanks you Mosh very much"
@koala_li,this is the best React tutorial for beginners!
@federico.r.figueredo,OMG! Updated React course (and w/ TS)? Already bought the new version in your platform. Thx for this high quality content Mosh!
@hamidhos8101,"hi, What software do you use to make educational clips?"
@seedorffortunate708,Finally! Thank you Mosh 🥰
@programmingexpress9302,Mosh please make one course related to php frameworks like Laravel or codeigniter thanks
@kashibarri10,Yay!!!  Mosh is Back 😍
@beingwhale,You're a true GEM of programming!!!
@RavindraSingh-lp9pl,"@programming with Mosh, I took your React 18 course for Beginners, when will you launch React Advanced course?"
@victoradeniji-sy8gr,Finally! been waiting for this
@Sammy2100,Thank you so much Mosh. I'm definitely purchasing this full course. I've been waiting for this since last year to help boost my skillset in my new phase.
@RDT,Good video
@ropafadzo55,"Finally, I was waiting long for this course on React"
@raulremesalvanmerode4458,watched part of the other react video of yours yesterday. Great timing on this video!!
@congdatt,nice course !!!
@dhruvmitna8465,E
@zainwasem,Superb Teaching
@programmingwithmosh,"- Want to learn more? Get my complete React mastery course: http://bit.ly/3l0vWYR
- Subscribe for more videos like this: https://goo.gl/6PYaGF"
@sohailmirzadeveloper,Thank you sir ❤
@Poohbify,Is that the link to your new course you created?
@TengtengLi-ju5hs,"Hello, mosh, I want to know your VScode Theme and iterm2 Theme ,  which is beautiful, so I want to change to the same one. Thanks."
@rukacruxer1474,React native
@khaby8331,hey mosh i want to buy your react course but i have a doubt i want to learn react in js but you mentioned in your course that is react +ts i'm confusing  please guide me ...and also many of us want to learn spring boot from u please make a course about that
@joel9909,We love you Mosh
@Ahm3tty,"Bro mosh you're good ,intelligent, expert, well-spoken, teacher but onething only on thing is wrong with you, you know there is qout that saying ;""something you love with your self  love your brother""  the thing that is wrong is that your aren't  Muslim person, me iam no enforcing you to be Muslim but try to know something as you gave time in programming . So I told what I loved my self as ""quote"" was sying"
@earlybird7080,if you have difficulty installing that bootstrap use `npm i bootstrap@v5.2.3`
@emmanuelomonzebaguan726,Please create React-Native Course
@manuelsanchezweb,"Supercool! I also released a crash course from React, but in Spanish and only with JavaScript. Your channel is very inspiring!"
@pmv9325,That's an awesome course 👍🙂
@sobanmustafa4457,Please mosh upload next js 13 course
@keerthikaj,Good content. Thanks a lot for sharing this introduction video.
@_S_AmitPandey,"Hey mosh, Wanna confirm if the full course along with the project is going to come on YouTube ?"
@techgamer5729,I want to buy your course from India. Currently it is only in dollars. How to buy your course.
@chuxville11,Thanks Mosh...I have been waiting for this tutorial for a long time.
@kingcoder31aug,sir please make a course on kubernetes ✅✅
@dr.lalthompson4670,Mosh plz put more effort into ur youtube thumbnails. Masterpieces like this ought to be seen by more people ;)
@mosesolayinks6361,Hi Mosh thank you for yet another fantastic course. I checked through the full course and I noticed there isn’t any topic covering unit testing in this react course. I think this is a very important in modern react tool belt and would be helpful if you can look at adding it
@frenzy_wave,"Hi, please what's the name of your vscode theme?"
@2005Azm,Thank you so much Mosh
@Rasa_b,"مشتبی جان دست‌خوش واقعاً دمت‌گرم باید بگم این کورست از کورس‌های دیگه ری‌اکت نیتیوت پیشرفته‌تر بود و تو تونستی خیلی ساده این مفاهیم رو واسه مبتدی‌ها توضیح بدی و دقیقاً همونی بودش که دنبالش میگشتم
اکثراً تو کورس‌های مبتدی ری‌اکت نیتیو میان دکمه و ویو و فلکس‌ رو میگن و خیلی به مفاهیم پرکاربرد دیگه مثل کمپوننت‌ها و پراپس‌ها نمیپردازن و آدم مجبوره خودش بره دنبالشون"
@zohaibashraf3625,Mosh would you like to share the vscode theme you used in your course ?
@basishumba3153,Hi MOSH. thanks for a very good course. I wish one day you do a course on springboot and hibernate. I will be waiting patiently for the moment you anounce for it's coming
@Papacrocs,You dey gimme Joy... Hailing from Nigeria.
@doniaelfouly4142,Thanks
@minimalsforlife740,Do u have a plan for nextjs or flutter? Pls reply🥹🙏🥹🥹🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
@meshkaka,"Whenever i want to get my hands on any new technology, i first check IF EXISTS in this channel  .Thanks Mosh."
@amerimohammedayoub7272,can't believe
@karimhachicha8702,I wish you create a flutter course
@mehrdadmousavi9144,First Like & then watching the video😍
@sachintharuka6154,❤️🔥
@EthioFkir,"Mosh  tutorials are the GOAT of Tutorials..
is mosh reply for me😔"
@shimiltharayil-qy7hw,@mosh pls update your react course into new
@oliviergeiger332,When will part 2 be available
@usmanmarkaz,Plz make tutorial how we make projects with GrapQL in react native plZ
@eliuddyn,This is amazing 🔥🔥
@sarmadrafique426,Excited to see how much views this video get in a fortnight.
@DrHcks666,Best teacher ever ❤️ always love you
@whonayem01,"Thanks a lot, mosh."
@shahzadsheikh1459,i am very happy #mosh thank you very much
@siphillis,"Super glad you went with TypeScript instead of JavaScript.  TS really is the future, and every JS dev would benefit by incorporating it into their toolset."
@diegoorellana5019,"I was waiting for this course since last year, thank you so much Mosh, you're great teacher! thanks to you I've learn a lot and now I'm using it in my actual job! :') **big hug**"
@krupal1982,Do I have to buy the second part of the course also? Or the purchase includes  second part also?
@mukleshossen751,sir please make a video on nextJs
@Markus-fw4px,"Is there a specific reason, why you didn't use IntelliJ for this project?"
@sediqiata2678,"00:00:00 – Course Intro
00:01:55 Prerequisites
00:02:43 What is React?
00:04:57 Setting Up the Development Environment 
00:06:24 Creating a React App
00:09:17 Project Structure
00:11:20 Creating a React Component
00:16:41 How React Works
00:19:00 React Ecosystem
00:21:04 Building Components
00:21:40 Creating a ListGroup Component
00:27:15 Fragments
00:29:42 Rendering Lists
00:33:11 Conditional Rendering
00:38:36 Handling Events
00:44:43 Managing State
00:50:44 Passing Data Via Props
00:54:42 Passing Functions Via Props
00:58:27 State Vs Props
01:00:00 Passing Children
01:05:04 Inspecting Components with React Dev Tools 
01:07:14 Exercise: Building a Button Component 
01:14:15 Exercise: Showing an Alert"
@jamjam3448,woww a new react course!
@bilalch898,"Funny how people think they can actually learn or teach React in one hour. 😂😂😂😂
show some respect bruhhh."
@CMA565,That kid was  known to be Walter white /heisenberg
@nutcrackerscrack9861,Stop pretending like react content is something difficult and something that needed to be studied.
@sinakaya3813,i was just looking for react starter course and wow Mosh uploaded a video just 5 hours ago
@freetune,10k Views and only 100 likes
@sudershansingh2839,"This barely scratches the surface of react but good for those who're absolute beginners.
Also React's doc is a piece of art, read it once and you'll know half of React in a jiffy."
@harpeter9752,Perfectly!  I still have time to study nuclear physics in 40 minutes and pilot Boeing passenger planes in 90!
@amirhoseinshams256,"Great course!!!💥🔥
Thanks for making it!❤️ خیلی عشقی"
@Arjun1197,"Mosh... I know only html, css, and basic of javascript is that enough to learn react"
@altafmalik2843,you are legend
@kartheeknandini3767,"Hey mosh, please update the price in INR also (rupee). Not able to purchase from India in dollars"
@saeedtalebi482,"Thanks a Lot mosh I really love your teachings,"
@tayyabgee5503,"Thank you mosh!💌
I have my web paper after a day. This video is really helpful to study React with all the basic concepts for a beginner. Amazing!"
@aaravarya4406,It came just in perfect time when I wanted to begin with react. Thank you.
@afin4684,Please name of theme?
@merabetzakaria2736,Awesome !!! Thank you teacher ☺️
@nilanthakumaraekanayake6110,Rust proggramming available?
@sachinyadav3507,Great tutorial @mosh thanks a lot
@Andrew-Tsegaye,The master uploaded the ultimate course on the internet for free as he promised!
@sushieatingcobra,graeepe
@tasin5541,Any particular reason for using npm instead of yarn?
@naturecultureafrica,Great!! Thanks a lot ! -- > Could you make a course about Django + React js please ? How to link and work with them in the same project. That's would be awesome
@akshaysharma145,"I can see a similar course on your website as well.

Could you please explain how these two are different?"
@hosseinkouhzad6646,proud of persian developers
@edennkhwazi,Once again thanks. Been waiting for this one.
@imrans.learning4u,Learn Pandas in 15 minutes: https://youtu.be/ypV5EFbFzk8
@ujjawal5923,"I thought you'll make a playlist for React js , but are you making 1 video for complete react...Really ??"
@meowmeowmeow1243,"This is so awesome, thank you so much Mosh!"
@marius-mihailionte339,did you launch the new course about ReactJS?
@bharat_thapa_,"Nice course!
Love it."
@birsingh5388,Another great stuff 👏
@GaneshKumar-fv2cg,Does the price includes part2? When part2 will be coming?
@kelvinkirwa4887,"Hello Mosh , after this take us though machine learning by building complex apps such as movie recommedation system  , loan lending apps , social media apps and so on . thanks much ."
@Myndale,"I've just subscribed to this course and noticed that, unlike all the other courses I've purchased, the video download links are all missing. Is this just a temporary thing? Or are you dropping that feature from your paid courses now?"
@kamauwaweru4991,"The long eagerly awaited course finally,Thenks be blessed"
@surajghodke1033,Mosh thanks for the awesome course... Is this also include upcoming part 2? Or we have to purchase seperate part 2?
@arnhav6090,EXACTLY WHAT I NEEDED. THANKS SO MUCH
@jillrehab3414,Make next. Js app
@joejunior6614,"Thanks for your education you are a Good Influencer and web educater too on your subject and in ethic.🙏👊
Keep it up what you're doing is very Positive."
@smoothbeak,Purchased
@muhammadanasabbas6802,Mosh my First programming teacher
@JahidHasan-kx5on,Thank you Mosh 🖤🖤
@princesiachin279,Hello mosh.
@ethanlal4517,"Mosh, plz do me a favour. I simply love Svelte and think its the best but sadly it isn't very popular and doesn't have a large community. As a result, people and companies can't use it in their projects as much as they want to. I might be asking too much but I would really appreciate it if you could create a free Svelte course on youtube because I believe it will really raise Svelte's popularity and give it the attention it deserves. Love ur vids, keep the good work on."
@mehdichamiani6838,"Dear Moshfegh, Please let us know how we can buy your courses from Iran, as you already know we can not enroll in your courses by visa/master card as of now. Thanks man, and keep up the good work 🌹"
@markabc178,Is this video about your new React course? Cant wait for it to release
@rishiraj2548,Good day greetings
@sam_fitness,"Hello developers,

if you have to give React a funny name, what would it be?😁"
@gowthamr2882,Angular 😢
@kalyanipriyadarsini,Only 1hr???
@OneworldKW,Cool
@oyeSAURABH,Don't tell me we have to buy the next part.
@MohammadMansourBone,We have been waiting for this for a long time 😁
